Image,Mask
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_158.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_158.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_159.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_159.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_16.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_16.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_160.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_160.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_163.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_163.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_164.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_164.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_165.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_165.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_166.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_166.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_169.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_169.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_170.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_170.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_171.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_171.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_172.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_172.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_19.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_19.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_193.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_193.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_194.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_194.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_199.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_199.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_20.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_20.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_200.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_200.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_201.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_201.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_202.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_202.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_205.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_205.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_206.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_206.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_207.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_207.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_208.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_208.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_21.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_21.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_22.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_22.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_229.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_229.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_230.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_230.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_235.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_235.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_236.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_236.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_241.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_241.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_242.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_242.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_27.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_27.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_28.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_28.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_49.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_49.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_50.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_50.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_51.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_51.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_52.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_52.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_55.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_55.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_56.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_56.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_57.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_57.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_58.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_58.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_63.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_63.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_64.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_64.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_85.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_85.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_86.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_86.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_87.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_87.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_88.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_88.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_91.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_91.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_92.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_92.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_93.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_93.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_94.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_94.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_97.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_97.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_98.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_98.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/118_99.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/118_99.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_102.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_102.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_103.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_103.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_18.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_18.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_19.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_19.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_20.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_20.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_24.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_24.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_25.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_25.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_26.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_26.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_30.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_30.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_31.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_31.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_54.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_54.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_55.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_55.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_56.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_56.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_60.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_60.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_61.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_61.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_62.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_62.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_66.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_66.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_67.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_67.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_90.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_90.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_91.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_91.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_92.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_92.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_96.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_96.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_97.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_97.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/119_98.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/119_98.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_100.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_100.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_101.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_101.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_130.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_130.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_131.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_131.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_136.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_136.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_137.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_137.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_22.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_22.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_23.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_23.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_28.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_28.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_29.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_29.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_58.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_58.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_59.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_59.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_64.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_64.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_65.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_65.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_94.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_94.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/11_95.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/11_95.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/120_16.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/120_16.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/120_17.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/120_17.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/120_22.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/120_22.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/120_23.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/120_23.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/121_21.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/121_21.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/121_22.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/121_22.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/121_27.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/121_27.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/121_28.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/121_28.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_15.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_15.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_16.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_16.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_17.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_17.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_21.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_21.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_22.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_22.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_23.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_23.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_27.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_27.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_28.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_28.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_29.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_29.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_51.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_51.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_52.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_52.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_53.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_53.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_57.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_57.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_58.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_58.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_59.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_59.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_63.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_63.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_64.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_64.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/122_65.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/122_65.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/123_21.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/123_21.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/123_22.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/123_22.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/123_27.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/123_27.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/123_28.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/123_28.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/124_16.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/124_16.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/124_17.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/124_17.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/124_22.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/124_22.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/124_23.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/124_23.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/125_19.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/125_19.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/125_20.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/125_20.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/125_25.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/125_25.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/125_26.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/125_26.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_121.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_121.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_122.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_122.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_127.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_127.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_128.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_128.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_13.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_13.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_14.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_14.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_157.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_157.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_158.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_158.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_163.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_163.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_164.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_164.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_19.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_19.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_193.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_193.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_194.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_194.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_199.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_199.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_20.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_20.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_200.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_200.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_49.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_49.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_50.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_50.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_55.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_55.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_56.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_56.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_85.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_85.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_86.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_86.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_91.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_91.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/126_92.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/126_92.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/127_30.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/127_30.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/127_31.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/127_31.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/127_32.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/127_32.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/127_33.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/127_33.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/127_42.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/127_42.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/127_43.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/127_43.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/127_44.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/127_44.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/127_45.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/127_45.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/128_13.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/128_13.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/128_14.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/128_14.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/128_19.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/128_19.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/128_20.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/128_20.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/128_49.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/128_49.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/128_50.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/128_50.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/128_55.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/128_55.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/128_56.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/128_56.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/129_21.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/129_21.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/129_22.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/129_22.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/129_27.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/129_27.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/129_28.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/129_28.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_100.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_100.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_101.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_101.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_15.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_15.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_16.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_16.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_17.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_17.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_21.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_21.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_22.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_22.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_23.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_23.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_27.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_27.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_28.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_28.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_29.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_29.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_51.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_51.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_52.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_52.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_53.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_53.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_57.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_57.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_58.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_58.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_59.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_59.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_63.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_63.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_64.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_64.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_65.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_65.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_87.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_87.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_88.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_88.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_89.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_89.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_93.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_93.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/12_94.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/12_94.npy
